time_s,event,job_id,class,replica,slot,policy,action,source_pool,target_pool,reason,pool_sizes,active_total_after,active_by_class_after
0.642215,start,w0!w000000__freemium,freemium,0,0,least_loaded,,,,,,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0, ""6"": 0, ""7"": 0}","{""0"": {""freemium"": 1}}"
0.849197,start,w0!w000001__freemium,freemium,1,100,least_loaded,,,,,,"{""0"": 1, ""1"": 1, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0, ""6"": 0, ""7"": 0}","{""0"": {""freemium"": 1}, ""1"": {""freemium"": 1}}"
1.127565,start,w0!w000002__freemium,freemium,2,200,least_loaded,,,,,,"{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 0, ""4"": 0, ""5"": 0, ""6"": 0, ""7"": 0}","{""0"": {""freemium"": 1}, ""1"": {""freemium"": 1}, ""2"": {""freemium"": 1}}"
1.264784,start,w0!w000003__enterprise,enterprise,3,300,least_loaded,,,,,,"{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 0, ""5"": 0, ""6"": 0, ""7"": 0}","{""0"": {""freemium"": 1}, ""1"": {""freemium"": 1}, ""2"": {""freemium"": 1}, ""3"": {""enterprise"": 1}}"
1.358111,start,w0!w000004__enterprise,enterprise,4,400,least_loaded,,,,,,"{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 0, ""6"": 0, ""7"": 0}","{""0"": {""freemium"": 1}, ""1"": {""freemium"": 1}, ""2"": {""freemium"": 1}, ""3"": {""enterprise"": 1}, ""4"": {""enterprise"": 1}}"
1.478232,start,w0!w000005__freemium,freemium,5,500,least_loaded,,,,,,"{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 0, ""7"": 0}","{""0"": {""freemium"": 1}, ""1"": {""freemium"": 1}, ""2"": {""freemium"": 1}, ""3"": {""enterprise"": 1}, ""4"": {""enterprise"": 1}, ""5"": {""freemium"": 1}}"
1.681853,start,w0!w000006__freemium,freemium,6,600,least_loaded,,,,,,"{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 1, ""7"": 0}","{""0"": {""freemium"": 1}, ""1"": {""freemium"": 1}, ""2"": {""freemium"": 1}, ""3"": {""enterprise"": 1}, ""4"": {""enterprise"": 1}, ""5"": {""freemium"": 1}, ""6"": {""freemium"": 1}}"
2.073763,start,w0!w000007__premium,premium,7,700,least_loaded,,,,,,"{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 1, ""7"": 1}","{""0"": {""freemium"": 1}, ""1"": {""freemium"": 1}, ""2"": {""freemium"": 1}, ""3"": {""enterprise"": 1}, ""4"": {""enterprise"": 1}, ""5"": {""freemium"": 1}, ""6"": {""freemium"": 1}, ""7"": {""premium"": 1}}"
2.704478,start,w0!w000008__premium,premium,0,1,least_loaded,,,,,,"{""0"": 2, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 1, ""7"": 1}","{""0"": {""freemium"": 1, ""premium"": 1}, ""1"": {""freemium"": 1}, ""2"": {""freemium"": 1}, ""3"": {""enterprise"": 1}, ""4"": {""enterprise"": 1}, ""5"": {""freemium"": 1}, ""6"": {""freemium"": 1}, ""7"": {""premium"": 1}}"
3.276327,start,w0!w000009__premium,premium,1,101,least_loaded,,,,,,"{""0"": 2, ""1"": 2, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 1, ""7"": 1}","{""0"": {""freemium"": 1, ""premium"": 1}, ""1"": {""freemium"": 1, ""premium"": 1}, ""2"": {""freemium"": 1}, ""3"": {""enterprise"": 1}, ""4"": {""enterprise"": 1}, ""5"": {""freemium"": 1}, ""6"": {""freemium"": 1}, ""7"": {""premium"": 1}}"
3.581972,start,w0!w000010__freemium,freemium,2,201,least_loaded,,,,,,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 1, ""7"": 1}","{""0"": {""freemium"": 1, ""premium"": 1}, ""1"": {""freemium"": 1, ""premium"": 1}, ""2"": {""freemium"": 2}, ""3"": {""enterprise"": 1}, ""4"": {""enterprise"": 1}, ""5"": {""freemium"": 1}, ""6"": {""freemium"": 1}, ""7"": {""premium"": 1}}"
3.586398,start,w0!w000011__enterprise,enterprise,3,301,least_loaded,,,,,,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2, ""4"": 1, ""5"": 1, ""6"": 1, ""7"": 1}","{""0"": {""freemium"": 1, ""premium"": 1}, ""1"": {""freemium"": 1, ""premium"": 1}, ""2"": {""freemium"": 2}, ""3"": {""enterprise"": 2}, ""4"": {""enterprise"": 1}, ""5"": {""freemium"": 1}, ""6"": {""freemium"": 1}, ""7"": {""premium"": 1}}"
3.676297,start,w0!w000012__enterprise,enterprise,4,401,least_loaded,,,,,,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2, ""4"": 2, ""5"": 1, ""6"": 1, ""7"": 1}","{""0"": {""freemium"": 1, ""premium"": 1}, ""1"": {""freemium"": 1, ""premium"": 1}, ""2"": {""freemium"": 2}, ""3"": {""enterprise"": 2}, ""4"": {""enterprise"": 2}, ""5"": {""freemium"": 1}, ""6"": {""freemium"": 1}, ""7"": {""premium"": 1}}"
4.374377,start,w0!w000013__premium,premium,5,501,least_loaded,,,,,,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2, ""4"": 2, ""5"": 2, ""6"": 1, ""7"": 1}","{""0"": {""freemium"": 1, ""premium"": 1}, ""1"": {""freemium"": 1, ""premium"": 1}, ""2"": {""freemium"": 2}, ""3"": {""enterprise"": 2}, ""4"": {""enterprise"": 2}, ""5"": {""freemium"": 1, ""premium"": 1}, ""6"": {""freemium"": 1}, ""7"": {""premium"": 1}}"
4.657087,start,w0!w000014__premium,premium,6,601,least_loaded,,,,,,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2, ""4"": 2, ""5"": 2, ""6"": 2, ""7"": 1}","{""0"": {""freemium"": 1, ""premium"": 1}, ""1"": {""freemium"": 1, ""premium"": 1}, ""2"": {""freemium"": 2}, ""3"": {""enterprise"": 2}, ""4"": {""enterprise"": 2}, ""5"": {""freemium"": 1, ""premium"": 1}, ""6"": {""freemium"": 1, ""premium"": 1}, ""7"": {""premium"": 1}}"
5.065847,start,w0!w000015__enterprise,enterprise,7,701,least_loaded,,,,,,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2, ""4"": 2, ""5"": 2, ""6"": 2, ""7"": 2}","{""0"": {""freemium"": 1, ""premium"": 1}, ""1"": {""freemium"": 1, ""premium"": 1}, ""2"": {""freemium"": 2}, ""3"": {""enterprise"": 2}, ""4"": {""enterprise"": 2}, ""5"": {""freemium"": 1, ""premium"": 1}, ""6"": {""freemium"": 1, ""premium"": 1}, ""7"": {""premium"": 1, ""enterprise"": 1}}"
5.340604,start,w0!w000016__premium,premium,0,2,least_loaded,,,,,,"{""0"": 3, ""1"": 2, ""2"": 2, ""3"": 2, ""4"": 2, ""5"": 2, ""6"": 2, ""7"": 2}","{""0"": {""freemium"": 1, ""premium"": 2}, ""1"": {""freemium"": 1, ""premium"": 1}, ""2"": {""freemium"": 2}, ""3"": {""enterprise"": 2}, ""4"": {""enterprise"": 2}, ""5"": {""freemium"": 1, ""premium"": 1}, ""6"": {""freemium"": 1, ""premium"": 1}, ""7"": {""premium"": 1, ""enterprise"": 1}}"
5.449162,start,w0!w000017__premium,premium,1,102,least_loaded,,,,,,"{""0"": 3, ""1"": 3, ""2"": 2, ""3"": 2, ""4"": 2, ""5"": 2, ""6"": 2, ""7"": 2}","{""0"": {""freemium"": 1, ""premium"": 2}, ""1"": {""freemium"": 1, ""premium"": 2}, ""2"": {""freemium"": 2}, ""3"": {""enterprise"": 2}, ""4"": {""enterprise"": 2}, ""5"": {""freemium"": 1, ""premium"": 1}, ""6"": {""freemium"": 1, ""premium"": 1}, ""7"": {""premium"": 1, ""enterprise"": 1}}"
5.639513,start,w0!w000018__freemium,freemium,2,202,least_loaded,,,,,,"{""0"": 3, ""1"": 3, ""2"": 3, ""3"": 2, ""4"": 2, ""5"": 2, ""6"": 2, ""7"": 2}","{""0"": {""freemium"": 1, ""premium"": 2}, ""1"": {""freemium"": 1, ""premium"": 2}, ""2"": {""freemium"": 3}, ""3"": {""enterprise"": 2}, ""4"": {""enterprise"": 2}, ""5"": {""freemium"": 1, ""premium"": 1}, ""6"": {""freemium"": 1, ""premium"": 1}, ""7"": {""premium"": 1, ""enterprise"": 1}}"
5.754497,start,w0!w000019__freemium,freemium,3,302,least_loaded,,,,,,"{""0"": 3, ""1"": 3, ""2"": 3, ""3"": 3, ""4"": 2, ""5"": 2, ""6"": 2, ""7"": 2}","{""0"": {""freemium"": 1, ""premium"": 2}, ""1"": {""freemium"": 1, ""premium"": 2}, ""2"": {""freemium"": 3}, ""3"": {""enterprise"": 2, ""freemium"": 1}, ""4"": {""enterprise"": 2}, ""5"": {""freemium"": 1, ""premium"": 1}, ""6"": {""freemium"": 1, ""premium"": 1}, ""7"": {""premium"": 1, ""enterprise"": 1}}"
6.177081,start,w0!w000020__premium,premium,4,402,least_loaded,,,,,,"{""0"": 3, ""1"": 3, ""2"": 3, ""3"": 3, ""4"": 3, ""5"": 2, ""6"": 2, ""7"": 2}","{""0"": {""freemium"": 1, ""premium"": 2}, ""1"": {""freemium"": 1, ""premium"": 2}, ""2"": {""freemium"": 3}, ""3"": {""enterprise"": 2, ""freemium"": 1}, ""4"": {""enterprise"": 2, ""premium"": 1}, ""5"": {""freemium"": 1, ""premium"": 1}, ""6"": {""freemium"": 1, ""premium"": 1}, ""7"": {""premium"": 1, ""enterprise"": 1}}"
6.479548,start,w0!w000021__premium,premium,5,502,least_loaded,,,,,,"{""0"": 3, ""1"": 3, ""2"": 3, ""3"": 3, ""4"": 3, ""5"": 3, ""6"": 2, ""7"": 2}","{""0"": {""freemium"": 1, ""premium"": 2}, ""1"": {""freemium"": 1, ""premium"": 2}, ""2"": {""freemium"": 3}, ""3"": {""enterprise"": 2, ""freemium"": 1}, ""4"": {""enterprise"": 2, ""premium"": 1}, ""5"": {""freemium"": 1, ""premium"": 2}, ""6"": {""freemium"": 1, ""premium"": 1}, ""7"": {""premium"": 1, ""enterprise"": 1}}"
6.524914,start,w0!w000022__enterprise,enterprise,6,602,least_loaded,,,,,,"{""0"": 3, ""1"": 3, ""2"": 3, ""3"": 3, ""4"": 3, ""5"": 3, ""6"": 3, ""7"": 2}","{""0"": {""freemium"": 1, ""premium"": 2}, ""1"": {""freemium"": 1, ""premium"": 2}, ""2"": {""freemium"": 3}, ""3"": {""enterprise"": 2, ""freemium"": 1}, ""4"": {""enterprise"": 2, ""premium"": 1}, ""5"": {""freemium"": 1, ""premium"": 2}, ""6"": {""freemium"": 1, ""premium"": 1, ""enterprise"": 1}, ""7"": {""premium"": 1, ""enterprise"": 1}}"
6.685602,start,w0!w000023__enterprise,enterprise,7,702,least_loaded,,,,,,"{""0"": 3, ""1"": 3, ""2"": 3, ""3"": 3, ""4"": 3, ""5"": 3, ""6"": 3, ""7"": 3}","{""0"": {""freemium"": 1, ""premium"": 2}, ""1"": {""freemium"": 1, ""premium"": 2}, ""2"": {""freemium"": 3}, ""3"": {""enterprise"": 2, ""freemium"": 1}, ""4"": {""enterprise"": 2, ""premium"": 1}, ""5"": {""freemium"": 1, ""premium"": 2}, ""6"": {""freemium"": 1, ""premium"": 1, ""enterprise"": 1}, ""7"": {""premium"": 1, ""enterprise"": 2}}"
6.735907,start,w0!w000024__enterprise,enterprise,0,3,least_loaded,,,,,,"{""0"": 4, ""1"": 3, ""2"": 3, ""3"": 3, ""4"": 3, ""5"": 3, ""6"": 3, ""7"": 3}","{""0"": {""freemium"": 1, ""premium"": 2, ""enterprise"": 1}, ""1"": {""freemium"": 1, ""premium"": 2}, ""2"": {""freemium"": 3}, ""3"": {""enterprise"": 2, ""freemium"": 1}, ""4"": {""enterprise"": 2, ""premium"": 1}, ""5"": {""freemium"": 1, ""premium"": 2}, ""6"": {""freemium"": 1, ""premium"": 1, ""enterprise"": 1}, ""7"": {""premium"": 1, ""enterprise"": 2}}"
6.75734,start,w0!w000025__premium,premium,1,103,least_loaded,,,,,,"{""0"": 4, ""1"": 4, ""2"": 3, ""3"": 3, ""4"": 3, ""5"": 3, ""6"": 3, ""7"": 3}","{""0"": {""freemium"": 1, ""premium"": 2, ""enterprise"": 1}, ""1"": {""freemium"": 1, ""premium"": 3}, ""2"": {""freemium"": 3}, ""3"": {""enterprise"": 2, ""freemium"": 1}, ""4"": {""enterprise"": 2, ""premium"": 1}, ""5"": {""freemium"": 1, ""premium"": 2}, ""6"": {""freemium"": 1, ""premium"": 1, ""enterprise"": 1}, ""7"": {""premium"": 1, ""enterprise"": 2}}"
7.234204,start,w0!w000026__freemium,freemium,2,203,least_loaded,,,,,,"{""0"": 4, ""1"": 4, ""2"": 4, ""3"": 3, ""4"": 3, ""5"": 3, ""6"": 3, ""7"": 3}","{""0"": {""freemium"": 1, ""premium"": 2, ""enterprise"": 1}, ""1"": {""freemium"": 1, ""premium"": 3}, ""2"": {""freemium"": 4}, ""3"": {""enterprise"": 2, ""freemium"": 1}, ""4"": {""enterprise"": 2, ""premium"": 1}, ""5"": {""freemium"": 1, ""premium"": 2}, ""6"": {""freemium"": 1, ""premium"": 1, ""enterprise"": 1}, ""7"": {""premium"": 1, ""enterprise"": 2}}"
7.303093,start,w0!w000027__enterprise,enterprise,3,303,least_loaded,,,,,,"{""0"": 4, ""1"": 4, ""2"": 4, ""3"": 4, ""4"": 3, ""5"": 3, ""6"": 3, ""7"": 3}","{""0"": {""freemium"": 1, ""premium"": 2, ""enterprise"": 1}, ""1"": {""freemium"": 1, ""premium"": 3}, ""2"": {""freemium"": 4}, ""3"": {""enterprise"": 3, ""freemium"": 1}, ""4"": {""enterprise"": 2, ""premium"": 1}, ""5"": {""freemium"": 1, ""premium"": 2}, ""6"": {""freemium"": 1, ""premium"": 1, ""enterprise"": 1}, ""7"": {""premium"": 1, ""enterprise"": 2}}"
8.132033,start,w0!w000028__enterprise,enterprise,4,403,least_loaded,,,,,,"{""0"": 4, ""1"": 4, ""2"": 4, ""3"": 4, ""4"": 4, ""5"": 3, ""6"": 3, ""7"": 3}","{""0"": {""freemium"": 1, ""premium"": 2, ""enterprise"": 1}, ""1"": {""freemium"": 1, ""premium"": 3}, ""2"": {""freemium"": 4}, ""3"": {""enterprise"": 3, ""freemium"": 1}, ""4"": {""enterprise"": 3, ""premium"": 1}, ""5"": {""freemium"": 1, ""premium"": 2}, ""6"": {""freemium"": 1, ""premium"": 1, ""enterprise"": 1}, ""7"": {""premium"": 1, ""enterprise"": 2}}"
8.21232,start,w0!w000029__freemium,freemium,5,503,least_loaded,,,,,,"{""0"": 4, ""1"": 4, ""2"": 4, ""3"": 4, ""4"": 4, ""5"": 4, ""6"": 3, ""7"": 3}","{""0"": {""freemium"": 1, ""premium"": 2, ""enterprise"": 1}, ""1"": {""freemium"": 1, ""premium"": 3}, ""2"": {""freemium"": 4}, ""3"": {""enterprise"": 3, ""freemium"": 1}, ""4"": {""enterprise"": 3, ""premium"": 1}, ""5"": {""freemium"": 2, ""premium"": 2}, ""6"": {""freemium"": 1, ""premium"": 1, ""enterprise"": 1}, ""7"": {""premium"": 1, ""enterprise"": 2}}"
8.587141,start,w0!w000030__freemium,freemium,6,603,least_loaded,,,,,,"{""0"": 4, ""1"": 4, ""2"": 4, ""3"": 4, ""4"": 4, ""5"": 4, ""6"": 4, ""7"": 3}","{""0"": {""freemium"": 1, ""premium"": 2, ""enterprise"": 1}, ""1"": {""freemium"": 1, ""premium"": 3}, ""2"": {""freemium"": 4}, ""3"": {""enterprise"": 3, ""freemium"": 1}, ""4"": {""enterprise"": 3, ""premium"": 1}, ""5"": {""freemium"": 2, ""premium"": 2}, ""6"": {""freemium"": 2, ""premium"": 1, ""enterprise"": 1}, ""7"": {""premium"": 1, ""enterprise"": 2}}"
8.619193,start,w0!w000031__enterprise,enterprise,7,703,least_loaded,,,,,,"{""0"": 4, ""1"": 4, ""2"": 4, ""3"": 4, ""4"": 4, ""5"": 4, ""6"": 4, ""7"": 4}","{""0"": {""freemium"": 1, ""premium"": 2, ""enterprise"": 1}, ""1"": {""freemium"": 1, ""premium"": 3}, ""2"": {""freemium"": 4}, ""3"": {""enterprise"": 3, ""freemium"": 1}, ""4"": {""enterprise"": 3, ""premium"": 1}, ""5"": {""freemium"": 2, ""premium"": 2}, ""6"": {""freemium"": 2, ""premium"": 1, ""enterprise"": 1}, ""7"": {""premium"": 1, ""enterprise"": 3}}"
8.694156,start,w0!w000032__premium,premium,0,4,least_loaded,,,,,,"{""0"": 5, ""1"": 4, ""2"": 4, ""3"": 4, ""4"": 4, ""5"": 4, ""6"": 4, ""7"": 4}","{""0"": {""freemium"": 1, ""premium"": 3, ""enterprise"": 1}, ""1"": {""freemium"": 1, ""premium"": 3}, ""2"": {""freemium"": 4}, ""3"": {""enterprise"": 3, ""freemium"": 1}, ""4"": {""enterprise"": 3, ""premium"": 1}, ""5"": {""freemium"": 2, ""premium"": 2}, ""6"": {""freemium"": 2, ""premium"": 1, ""enterprise"": 1}, ""7"": {""premium"": 1, ""enterprise"": 3}}"
8.835645,start,w0!w000033__freemium,freemium,1,104,least_loaded,,,,,,"{""0"": 5, ""1"": 5, ""2"": 4, ""3"": 4, ""4"": 4, ""5"": 4, ""6"": 4, ""7"": 4}","{""0"": {""freemium"": 1, ""premium"": 3, ""enterprise"": 1}, ""1"": {""freemium"": 2, ""premium"": 3}, ""2"": {""freemium"": 4}, ""3"": {""enterprise"": 3, ""freemium"": 1}, ""4"": {""enterprise"": 3, ""premium"": 1}, ""5"": {""freemium"": 2, ""premium"": 2}, ""6"": {""freemium"": 2, ""premium"": 1, ""enterprise"": 1}, ""7"": {""premium"": 1, ""enterprise"": 3}}"
9.069285,start,w0!w000034__premium,premium,2,204,least_loaded,,,,,,"{""0"": 5, ""1"": 5, ""2"": 5, ""3"": 4, ""4"": 4, ""5"": 4, ""6"": 4, ""7"": 4}","{""0"": {""freemium"": 1, ""premium"": 3, ""enterprise"": 1}, ""1"": {""freemium"": 2, ""premium"": 3}, ""2"": {""freemium"": 4, ""premium"": 1}, ""3"": {""enterprise"": 3, ""freemium"": 1}, ""4"": {""enterprise"": 3, ""premium"": 1}, ""5"": {""freemium"": 2, ""premium"": 2}, ""6"": {""freemium"": 2, ""premium"": 1, ""enterprise"": 1}, ""7"": {""premium"": 1, ""enterprise"": 3}}"
9.135429,start,w0!w000035__premium,premium,3,304,least_loaded,,,,,,"{""0"": 5, ""1"": 5, ""2"": 5, ""3"": 5, ""4"": 4, ""5"": 4, ""6"": 4, ""7"": 4}","{""0"": {""freemium"": 1, ""premium"": 3, ""enterprise"": 1}, ""1"": {""freemium"": 2, ""premium"": 3}, ""2"": {""freemium"": 4, ""premium"": 1}, ""3"": {""enterprise"": 3, ""freemium"": 1, ""premium"": 1}, ""4"": {""enterprise"": 3, ""premium"": 1}, ""5"": {""freemium"": 2, ""premium"": 2}, ""6"": {""freemium"": 2, ""premium"": 1, ""enterprise"": 1}, ""7"": {""premium"": 1, ""enterprise"": 3}}"
9.28464,start,w0!w000036__premium,premium,4,404,least_loaded,,,,,,"{""0"": 5, ""1"": 5, ""2"": 5, ""3"": 5, ""4"": 5, ""5"": 4, ""6"": 4, ""7"": 4}","{""0"": {""freemium"": 1, ""premium"": 3, ""enterprise"": 1}, ""1"": {""freemium"": 2, ""premium"": 3}, ""2"": {""freemium"": 4, ""premium"": 1}, ""3"": {""enterprise"": 3, ""freemium"": 1, ""premium"": 1}, ""4"": {""enterprise"": 3, ""premium"": 2}, ""5"": {""freemium"": 2, ""premium"": 2}, ""6"": {""freemium"": 2, ""premium"": 1, ""enterprise"": 1}, ""7"": {""premium"": 1, ""enterprise"": 3}}"
9.693539,start,w0!w000037__premium,premium,5,504,least_loaded,,,,,,"{""0"": 5, ""1"": 5, ""2"": 5, ""3"": 5, ""4"": 5, ""5"": 5, ""6"": 4, ""7"": 4}","{""0"": {""freemium"": 1, ""premium"": 3, ""enterprise"": 1}, ""1"": {""freemium"": 2, ""premium"": 3}, ""2"": {""freemium"": 4, ""premium"": 1}, ""3"": {""enterprise"": 3, ""freemium"": 1, ""premium"": 1}, ""4"": {""enterprise"": 3, ""premium"": 2}, ""5"": {""freemium"": 2, ""premium"": 3}, ""6"": {""freemium"": 2, ""premium"": 1, ""enterprise"": 1}, ""7"": {""premium"": 1, ""enterprise"": 3}}"
9.766178,start,w0!w000038__freemium,freemium,6,604,least_loaded,,,,,,"{""0"": 5, ""1"": 5, ""2"": 5, ""3"": 5, ""4"": 5, ""5"": 5, ""6"": 5, ""7"": 4}","{""0"": {""freemium"": 1, ""premium"": 3, ""enterprise"": 1}, ""1"": {""freemium"": 2, ""premium"": 3}, ""2"": {""freemium"": 4, ""premium"": 1}, ""3"": {""enterprise"": 3, ""freemium"": 1, ""premium"": 1}, ""4"": {""enterprise"": 3, ""premium"": 2}, ""5"": {""freemium"": 2, ""premium"": 3}, ""6"": {""freemium"": 3, ""premium"": 1, ""enterprise"": 1}, ""7"": {""premium"": 1, ""enterprise"": 3}}"
10.049861,start,w0!w000039__premium,premium,7,704,least_loaded,,,,,,"{""0"": 5, ""1"": 5, ""2"": 5, ""3"": 5, ""4"": 5, ""5"": 5, ""6"": 5, ""7"": 5}","{""0"": {""freemium"": 1, ""premium"": 3, ""enterprise"": 1}, ""1"": {""freemium"": 2, ""premium"": 3}, ""2"": {""freemium"": 4, ""premium"": 1}, ""3"": {""enterprise"": 3, ""freemium"": 1, ""premium"": 1}, ""4"": {""enterprise"": 3, ""premium"": 2}, ""5"": {""freemium"": 2, ""premium"": 3}, ""6"": {""freemium"": 3, ""premium"": 1, ""enterprise"": 1}, ""7"": {""premium"": 2, ""enterprise"": 3}}"
10.305361,start,w0!w000040__enterprise,enterprise,0,5,least_loaded,,,,,,"{""0"": 6, ""1"": 5, ""2"": 5, ""3"": 5, ""4"": 5, ""5"": 5, ""6"": 5, ""7"": 5}","{""0"": {""freemium"": 1, ""premium"": 3, ""enterprise"": 2}, ""1"": {""freemium"": 2, ""premium"": 3}, ""2"": {""freemium"": 4, ""premium"": 1}, ""3"": {""enterprise"": 3, ""freemium"": 1, ""premium"": 1}, ""4"": {""enterprise"": 3, ""premium"": 2}, ""5"": {""freemium"": 2, ""premium"": 3}, ""6"": {""freemium"": 3, ""premium"": 1, ""enterprise"": 1}, ""7"": {""premium"": 2, ""enterprise"": 3}}"
10.621592,start,w0!w000041__enterprise,enterprise,1,105,least_loaded,,,,,,"{""0"": 6, ""1"": 6, ""2"": 5, ""3"": 5, ""4"": 5, ""5"": 5, ""6"": 5, ""7"": 5}","{""0"": {""freemium"": 1, ""premium"": 3, ""enterprise"": 2}, ""1"": {""freemium"": 2, ""premium"": 3, ""enterprise"": 1}, ""2"": {""freemium"": 4, ""premium"": 1}, ""3"": {""enterprise"": 3, ""freemium"": 1, ""premium"": 1}, ""4"": {""enterprise"": 3, ""premium"": 2}, ""5"": {""freemium"": 2, ""premium"": 3}, ""6"": {""freemium"": 3, ""premium"": 1, ""enterprise"": 1}, ""7"": {""premium"": 2, ""enterprise"": 3}}"
10.760736,start,w0!w000042__premium,premium,2,205,least_loaded,,,,,,"{""0"": 6, ""1"": 6, ""2"": 6, ""3"": 5, ""4"": 5, ""5"": 5, ""6"": 5, ""7"": 5}","{""0"": {""freemium"": 1, ""premium"": 3, ""enterprise"": 2}, ""1"": {""freemium"": 2, ""premium"": 3, ""enterprise"": 1}, ""2"": {""freemium"": 4, ""premium"": 2}, ""3"": {""enterprise"": 3, ""freemium"": 1, ""premium"": 1}, ""4"": {""enterprise"": 3, ""premium"": 2}, ""5"": {""freemium"": 2, ""premium"": 3}, ""6"": {""freemium"": 3, ""premium"": 1, ""enterprise"": 1}, ""7"": {""premium"": 2, ""enterprise"": 3}}"
11.006205,start,w0!w000043__freemium,freemium,3,305,least_loaded,,,,,,"{""0"": 6, ""1"": 6, ""2"": 6, ""3"": 6, ""4"": 5, ""5"": 5, ""6"": 5, ""7"": 5}","{""0"": {""freemium"": 1, ""premium"": 3, ""enterprise"": 2}, ""1"": {""freemium"": 2, ""premium"": 3, ""enterprise"": 1}, ""2"": {""freemium"": 4, ""premium"": 2}, ""3"": {""enterprise"": 3, ""freemium"": 2, ""premium"": 1}, ""4"": {""enterprise"": 3, ""premium"": 2}, ""5"": {""freemium"": 2, ""premium"": 3}, ""6"": {""freemium"": 3, ""premium"": 1, ""enterprise"": 1}, ""7"": {""premium"": 2, ""enterprise"": 3}}"
11.31424,start,w0!w000044__premium,premium,4,405,least_loaded,,,,,,"{""0"": 6, ""1"": 6, ""2"": 6, ""3"": 6, ""4"": 6, ""5"": 5, ""6"": 5, ""7"": 5}","{""0"": {""freemium"": 1, ""premium"": 3, ""enterprise"": 2}, ""1"": {""freemium"": 2, ""premium"": 3, ""enterprise"": 1}, ""2"": {""freemium"": 4, ""premium"": 2}, ""3"": {""enterprise"": 3, ""freemium"": 2, ""premium"": 1}, ""4"": {""enterprise"": 3, ""premium"": 3}, ""5"": {""freemium"": 2, ""premium"": 3}, ""6"": {""freemium"": 3, ""premium"": 1, ""enterprise"": 1}, ""7"": {""premium"": 2, ""enterprise"": 3}}"
12.056107,start,w0!w000045__enterprise,enterprise,5,505,least_loaded,,,,,,"{""0"": 6, ""1"": 6, ""2"": 6, ""3"": 6, ""4"": 6, ""5"": 6, ""6"": 5, ""7"": 5}","{""0"": {""freemium"": 1, ""premium"": 3, ""enterprise"": 2}, ""1"": {""freemium"": 2, ""premium"": 3, ""enterprise"": 1}, ""2"": {""freemium"": 4, ""premium"": 2}, ""3"": {""enterprise"": 3, ""freemium"": 2, ""premium"": 1}, ""4"": {""enterprise"": 3, ""premium"": 3}, ""5"": {""freemium"": 2, ""premium"": 3, ""enterprise"": 1}, ""6"": {""freemium"": 3, ""premium"": 1, ""enterprise"": 1}, ""7"": {""premium"": 2, ""enterprise"": 3}}"
12.494798,finish,w0!w000001__freemium,freemium,1,100,least_loaded,,,,,,"{""0"": 6, ""1"": 5, ""2"": 6, ""3"": 6, ""4"": 6, ""5"": 6, ""6"": 5, ""7"": 5}","{""0"": {""freemium"": 1, ""premium"": 3, ""enterprise"": 2}, ""1"": {""freemium"": 1, ""premium"": 3, ""enterprise"": 1}, ""2"": {""freemium"": 4, ""premium"": 2}, ""3"": {""enterprise"": 3, ""freemium"": 2, ""premium"": 1}, ""4"": {""enterprise"": 3, ""premium"": 3}, ""5"": {""freemium"": 2, ""premium"": 3, ""enterprise"": 1}, ""6"": {""freemium"": 3, ""premium"": 1, ""enterprise"": 1}, ""7"": {""premium"": 2, ""enterprise"": 3}}"
13.030056,start,w0!w000046__enterprise,enterprise,1,106,least_loaded,,,,,,"{""0"": 6, ""1"": 6, ""2"": 6, ""3"": 6, ""4"": 6, ""5"": 6, ""6"": 5, ""7"": 5}","{""0"": {""freemium"": 1, ""premium"": 3, ""enterprise"": 2}, ""1"": {""freemium"": 1, ""premium"": 3, ""enterprise"": 2}, ""2"": {""freemium"": 4, ""premium"": 2}, ""3"": {""enterprise"": 3, ""freemium"": 2, ""premium"": 1}, ""4"": {""enterprise"": 3, ""premium"": 3}, ""5"": {""freemium"": 2, ""premium"": 3, ""enterprise"": 1}, ""6"": {""freemium"": 3, ""premium"": 1, ""enterprise"": 1}, ""7"": {""premium"": 2, ""enterprise"": 3}}"
